OBJECTID,ENABLED,ASSETID,SERVICEID,PIPE_ID,CLASS,PIPE_SUBTYPE,UP_STRUCT,DN_STRUCT,PIPE_LABEL,REMARKS,ENG_DIST,BASIN,UP_INV,DN_INV,PIPE_LENG,SLOPE_PCT,PIPE_SIZE,PIPE_WIDTH,PIPE_MAT,PIPE_SHAPE,REHAB,STREET,BLOCK,LINER,C_SLOPE,C_UP_INV,C_DN_INV,C_PIPE_LEN,UP_STA_100,UP_STA_PLS,DN_STA_100,DN_STA_PLS,YEAR_INST,NO_LAT,GRV_FM,EASEMENT,PIPE_STATUS,COMMENTS,WYE_CON,MON_INST,PLAN1,PLAN2,PROF,WYEMAP,HR_VER,PCT_ENTRY,WYE_MAT,WYE_DIAM,WYE_LENG,WYE_UPDATE,EST_UPINV,EST_DNINV,EST_MATL,LINER_DATE,EST_YEAR,EST_YR_LEV,SLOPE2,V_CURVE,PCT_ENTRY2,CAPACITY,SYSTEM,TRTMNT_LOC,OWNER,CRTN_DT,LAST_UPDATE,USER_ID,VDATUM,UP_MH,DN_MH,SAN_PIPE_ID,LAYER,Shape_Length,TOOLTIP,NLA_URL,CLASS_DESC,ENG_DIST_DESC,REHAB_DESC,GRV_FM_DESC,HR_VER_DESC,SYSTEM_DESC,TRTMNT_LOC_DESC,OWNER_DESC,MATERIAL_DESCRIPTION,PIPE_SUBTYPE_DESC,PIPE_STATUS_DESC
1390,True,258075,,4300210743002124A,Major Outfall or Interceptor,1,43002107,43002124,A, ,Valley,W01,706.57,705.96,603.29,0.001,45,0,RCP,Circular,No,ETIWANDA AVE R/W,6500,,NO,N,N,N,140,78.45,134,75.16,1953,0,Gravity,Yes,F,"V.O.R.S./ SEC ""B""",0,04,D-9914,,D-9914,867-C,Horizontal,No,UNK,45,603.299988,Y,N,N,N,,N, ,0,No,,35.51052,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,43002107,43002124,4300210743002124A,1,223.879601,OUTFALL PIPES BY SIZE \nPipe ID: 4300210743002124A,navigatela/reports/wastewater_pipes.cfm?PK=4300210743002124A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1391,True,258253,,4300317043003171A,Major Outfall or Interceptor,1,43003170,43003171,A, ,Valley,W01,697.51,696.62,885,0.001,90,0,RCP,Circular,No,VICTORY BLVD R/W S,17500,,NO,N,N,N,237,0,228,15,1967,0,Gravity,Yes,F,A.V.O.R.S./ UNIT II-B,0,09,D-20159,,D-20159,865-D,,No, ,0,888,Y,N,N,N,,N, ,0,No,No,225.47773,Additional Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,EGEORGES,,43003170,43003171,4300317043003171A,1,325.758388,OUTFALL PIPES BY SIZE \nPipe ID: 4300317043003171A,navigatela/reports/wastewater_pipes.cfm?PK=4300317043003171A,Major Outfall or Interceptor,Valley,No,Gravity,,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1392,True,258270,,4300316643003168A,Major Outfall or Interceptor,1,43003166,43003168,A, ,Valley,W01,699.23,698.39,853.75,0.001,90,0,RCP,Circular,No,VICTORY BLVD,17700,,NO,N,N,N,254,30,245,76.25,1967,0,Gravity,No,F,A.V.O.R.S./ UNIT II-B,0,09,D-20159,,D-20159,892-B,,No, ,0,857,Y,N,N,N,,N, ,0,No,,225.47773,Additional Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,43003166,43003168,4300316643003168A,1,314.258595,OUTFALL PIPES BY SIZE \nPipe ID: 4300316643003168A,navigatela/reports/wastewater_pipes.cfm?PK=4300316643003168A,Major Outfall or Interceptor,Valley,No,Gravity,,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1393,True,261827,,3971421139714183A,Major Outfall or Interceptor,1,39714211,39714183,A, ,Valley,W01,710.65,710.57,133.3,0.001,18,0,VCP,Circular,No,VANOWEN ST,6000,,NO,N,N,N,28,19.01,26,85.71,1932,0,Gravity,No,F,NORTH OUTFALL SEWER,0,00,D-3315,,D-3315,838-C,,No,UNK,0,140,Y,N,N,N,,N, ,0,No,,3.08449,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,39714211,39714183,3971421139714183A,1,49.785091,OUTFALL PIPES BY SIZE \nPipe ID: 3971421139714183A,navigatela/reports/wastewater_pipes.cfm?PK=3971421139714183A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1394,True,260805,,3961312739613128A,Major Outfall or Interceptor,1,39613127,39613128,A, ,Valley,W18,765.76,765.59,37,0.0046,27,0,VCP,Circular,No,VANOWEN ST,21100,,YES,N,N,N,13,20.6,12,83.6,1954,0,Gravity,No,F,"V.O.R.S./ SEC ""F""",0,12,D-11580,D-20070,D-11580,831-D,,No,VCP,27,0,N,N,N,N,,Y,1,0,No,,19.5047,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,39613127,39613128,3961312739613128A,1,13.712425,OUTFALL PIPES BY SIZE \nPipe ID: 3961312739613128A,navigatela/reports/wastewater_pipes.cfm?PK=3961312739613128A,Major Outfall or Interceptor,Valley,No,Gravity,,Valley Outfall Relief Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1395,True,279530,,3890815438908152A,Major Outfall or Interceptor,1,38908154,38908152,A, ,Valley,E23,879.98,874.85,860.07,0.006,36,0,VCP,Circular,No,WOODMAN AVE,10000,,NO,N,N,N,207,8.07,198,48,1989,0,Gravity,No,F,E.V.I.S./ UNIT II-D,0,11,D-23627,,D-23627,473-D,,No, ,0,-99,Y,Y,Y,N,,Y,1,,No,,47.974,East Valley Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,38908154,38908152,3890815438908152A,1,317.938476,OUTFALL PIPES BY SIZE \nPipe ID: 3890815438908152A,navigatela/reports/wastewater_pipes.cfm?PK=3890815438908152A,Major Outfall or Interceptor,Valley,No,Gravity,,East Valley Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1396,True,282265,,3890410638904107A,Major Outfall or Interceptor,1,38904106,38904107,A, ,Valley,E32,895.52,890.2,892,0.006,36,0,VCP,Circular,No,WOODMAN AVE,14900,,NO,N,N,N,232,98,224,6,1989,0,Gravity,No,F,E.V.I.S./ UNIT II-D,0,11,D-23627,,D-23627,537-A,Horizontal,No, ,0,895,Y,N,N,N,,Y,1,,No,,47.974,East Valley Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,38904106,38904107,3890410638904107A,1,330.665412,OUTFALL PIPES BY SIZE \nPipe ID: 3890410638904107A,navigatela/reports/wastewater_pipes.cfm?PK=3890410638904107A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,East Valley Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1397,True,282282,,3890410738904014A,Major Outfall or Interceptor,1,38904107,38904014,A, ,Valley,E32,890.17,885.5,783.5,0.006,36,0,VCP,Circular,No,WOODMAN AVE,10100,,NO,N,N,N,224,6,216,22.5,1989,0,Gravity,No,F,E.V.I.S./ UNIT II-D,0,11,D-23627,P-35556,D-23627,573-C,,No, ,0,895,Y,N,N,N,,Y,1,,No,,47.974,East Valley Interceptor Sewer, , ,2005-03-14T08:43:24.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,38904107,38904014,3890410738904014A,1,289.398122,OUTFALL PIPES BY SIZE \nPipe ID: 3890410738904014A,navigatela/reports/wastewater_pipes.cfm?PK=3890410738904014A,Major Outfall or Interceptor,Valley,No,Gravity,,East Valley Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1398,True,294096,,4290500642906015A,Major Outfall or Interceptor,1,42905006,42906015,A, ,Valley,W01,688.26,687.52,850,0.0009,96,0,RCP,Circular,No,VICTORY BLVD R/W,16100,,NO,N,N,N,145,50,137,0,1967,0,Gravity,Yes,F,A.V.O.R.S./ UNIT II-A,0,09,D-20159,D-20160,D-20159,896C&D,,No, ,0,740,Y,N,N,N,,N, ,0,No,,254.07865,Additional Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42905006,42906015,4290500642906015A,1,312.858594,OUTFALL PIPES BY SIZE \nPipe ID: 4290500642906015A,navigatela/reports/wastewater_pipes.cfm?PK=4290500642906015A,Major Outfall or Interceptor,Valley,No,Gravity,,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1399,True,298057,,5370418953704183A,Major Outfall or Interceptor,1,53704189,53704183,A, ,Central,N08,214.05,213.02,1031,0.001,66,0,B/C,Semi Elliptical,No,14TH ST,2100,,NO,F,F,F,103,90.64,93,59.64,1926,0,Gravity,No,F,NORTH OUTFALL SEWER,0,06,29580,,21358,120A213-D,Vertical,Yes,BRK,0,-99,T,T,F,F,,F, ,0.120000,Yes,No,125.89796,NCOSNOS, , ,,2015-06-09T00:00:00.000Z,PLNGUYEN,,53704189,53704163,5370418953704163A,1,357.83056,OUTFALL PIPES BY SIZE \nPipe ID: 5370418953704183A,navigatela/reports/wastewater_pipes.cfm?PK=5370418953704183A,Major Outfall or Interceptor,Central,No,Gravity,Vertical,North Central Outfall Sewer / North Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
1400,True,164470,,5601406156014066A,Major Outfall or Interceptor,1,56014061,56014066,A, ,West LA,U01,36.36,36.33,105.76,0.0004,126,0,RCP,Semi Elliptical,Yes,LINCOLN BLVD,7900,T,NO, ,N,N,201,85.11,200,79.35,1923,0,Gravity,No,F,CLEANED PER D-31235,0,10,29188,D-32417,29188,7220-2,Horizontal,No,UNK,0,-99,Y,Y,N,N,2003,Y,1,,No,,446.60096,LNOS, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,56014061,56014066,5601406156014066A,1,38.867132,OUTFALL PIPES BY SIZE \nPipe ID: 5601406156014066A,navigatela/reports/wastewater_pipes.cfm?PK=5601406156014066A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,Horizontal,Lower North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1401,True,183148,,5601212756012163A,Major Outfall or Interceptor,1,56012127,56012163,A,,West LA,U01,40,39.95,119.05,0.0004,126,147,RCP,Semi Elliptical,Yes,HUGHES TER R/W,7900,S,NO,,N,N,290,86.05,289,67,1923,0,Gravity,Yes,F,CLEANED PER D-31235,0,11,29188,D-32417,29188,7916-5,Horizontal,No,UNK,0,1304.800049,Y,N,N,N,2003,N,,,No,,446.60096,LNOS,,,2007-06-22T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56012127,56012163,5601212756012163A,1,43.873152,OUTFALL PIPES BY SIZE \nPipe ID: 5601212756012163A,navigatela/reports/wastewater_pipes.cfm?PK=5601212756012163A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,Horizontal,Lower North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1402,True,174742,,5360920553609206A,Major Outfall or Interceptor,1,53609205,53609206,A, ,Central,S02,104.08,104.05,72.9,0.0007,66,0,RCP,CR,Yes,CREED AVE R/W,4200,P5,NO,F,F,T,23,1,22,31,1923,0,Gravity,Yes,F,"66""LINER IN 75""PIPE NOS",0,00,17938,D-31214,17938,7151-3,N,No, ,0,900,T,F,F,F,2003,T,1,0,No, ,116.01194,Area of Many Swr Jcts and Interconn., , ,,2013-01-11T00:00:00.000Z,RICARDO, ,53609205,53609172,5360920553609172A,1,26.873125,OUTFALL PIPES BY SIZE \nPipe ID: 5360920553609206A,navigatela/reports/wastewater_pipes.cfm?PK=5360920553609206A,Major Outfall or Interceptor,Central,Yes,Gravity,,Area of Many Sewer Junctions and Interconnection,,,Reinforced Concrete Pipe,Gravity,As Built
1403,True,153469,,6200909862009175A,Major Outfall or Interceptor,1,62009098,62009175,A, ,Harbor,T01,2.81,2.25,125.46,0.0044,33,0,VCP,Circular,No,PALOS VERDES ST,200,,NO, , , ,25,93,24,67.54,1974,0,Gravity,No,F,SAN PEDRO INTERCEPTOR SEWER,0,05,D-23585,,D-23585,018-201SW,Horizontal,No, ,0,0, , , , ,, , ,0,No,,32.5752,SPAPS, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,62009098,62009175,6200909862009175A,1,46.22075,OUTFALL PIPES BY SIZE \nPipe ID: 6200909862009175A,navigatela/reports/wastewater_pipes.cfm?PK=6200909862009175A,Major Outfall or Interceptor,Harbor,No,Gravity,Horizontal,San Pedro Area Primary Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1404,True,162137,,5630803756308136A,Major Outfall or Interceptor,1,56308037,56308136,A, ,West LA,A03,88.17,87.88,461.85,0.0009,73,0,B/C,Semi Elliptical,Yes,SEPULVEDA BLVD, ,F3,NO, , , ,155,0,150,38.15,1937,0,Gravity,No,F,CENTRAL OUTFALL SEWER,0,00,D-3407,D-31635,11808,7926-6,,Yes, ,0,0, , , , ,2001, , ,,No,,0,Central Outfall Sewer, , ,2003-05-21T15:40:06.000Z,2015-08-19T00:00:00.000Z,PLNGUYEN,,56308037,56308107,5630803756308107A,1,170.141144,OUTFALL PIPES BY SIZE \nPipe ID: 5630803756308136A,navigatela/reports/wastewater_pipes.cfm?PK=5630803756308136A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
1405,True,162143,,5640116456405162A,Major Outfall or Interceptor,1,56401164,56405162,A, ,West LA,A03,92.69,92.5,219,0.0009,73,0,B/C,Semi Elliptical,Yes,INTERCEPTOR ST,5900,F3,NO, ,N,N,183,37,181,18,1937,0,Gravity,Yes,F,LINED PER D-33612 (02/2014),0,08,D-3407,D-33612,P-11808,7926-2,,No,UNK,0,422.200012,Y,N,Y,N,,Y,1,,No,,122.39749,Central Outfall Sewer, , ,,2014-04-21T00:00:00.000Z,PLNGUYEN,,56401164,56405013,5640116456405013A,1,80.21825,OUTFALL PIPES BY SIZE \nPipe ID: 5640116456405162A,navigatela/reports/wastewater_pipes.cfm?PK=5640116456405162A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
1406,True,162185,,5640518756405175A,Major Outfall or Interceptor,1,56405187,56405175,A, ,West LA,A03,91.36,91.15,237,0.0009,73,0,B/C,Semi Elliptical,Yes,INTERCEPTOR ST,6100,,NO, ,N,N,166,0,163,63,1937,0,Gravity,No,F,LINED PER D-33612 (02/2014),0,00,D-3407,D-33612,11808,7926-6,,No, ,0,0,N,N,N,N,,N, ,,No,,0,Central Outfall Sewer, , ,1999-06-30T00:00:00.000Z,2014-04-21T00:00:00.000Z,PLNGUYEN,,56405023,56405175,5640502356405175A,1,82.059145,OUTFALL PIPES BY SIZE \nPipe ID: 5640518756405175A,navigatela/reports/wastewater_pipes.cfm?PK=5640518756405175A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
1407,True,160560,,5630900156309017A,Major Outfall or Interceptor,1,56309001,56309017,A, ,West LA,C10,37.12,36.63,704,0.0007,72,0,RCP,Circular,No,VISTA DEL MAR,8054,,NO, ,N,N,78,81,71,77,1973,0,Gravity,No,F,C.I.S.,0,10,D-22913,,D-22913,7196 6,,No,RCP,72,0,N,N,N,N,,N, ,0,No,,104.04614,Coastal Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,56309001,56309017,5630900156309017A,1,258.04281,OUTFALL PIPES BY SIZE \nPipe ID: 5630900156309017A,navigatela/reports/wastewater_pipes.cfm?PK=5630900156309017A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1408,True,165085,,5591500255915003A,Major Outfall or Interceptor,1,55915002,55915003,A, ,West LA,S05,99.88,99.26,691,0.0009,73,60,B/C,Semi Elliptical,Yes,BEACH AVE R/W,300,F3,NO, ,N,N,284,96,278,5,1937,0,Gravity,Yes,F,COS/SEWER OUT OF CITY,0,08,D-3407,D-33612,D-3407,NOWYEMAPWYE,,No,BRK,0,389.600006,Y,N,N,N,,N, ,,No,,122.39749,Central Outfall Sewer, , ,,2014-05-01T00:00:00.000Z,PLNGUYEN,,55915012,55915011,5591501255915011A,1,253.769731,OUTFALL PIPES BY SIZE \nPipe ID: 5591500255915003A,navigatela/reports/wastewater_pipes.cfm?PK=5591500255915003A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
1409,True,167320,,5611111556111066A,Major Outfall or Interceptor,1,56111115,56111066,A, ,West LA,C01,-16.75,-16.91,226.6,0.0007,66,0,RCP,Circular,No,ESPLANDE DR,3800,,NO, ,N,N,3,5.79,0,79.19,1960,0,Gravity,No,F,C.I.S.,0,10,D-13360,,D-13360,7191-6,,No, ,0,262.100006,Y,Y,Y,N,,N, ,,No,,82.50048,Coastal Interceptor Sewer, , ,,2015-04-02T00:00:00.000Z,PLNGUYEN,,56111115,56111066,5611111556111066A,1,83.56196,OUTFALL PIPES BY SIZE \nPipe ID: 5611111556111066A,navigatela/reports/wastewater_pipes.cfm?PK=5611111556111066A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1410,True,172848,,5351300553513006A,Major Outfall or Interceptor,1,53513005,53513006,A, ,West LA,U01,57.55,56.88,795,0.0008,114,0,RCP,Circular,No,DRAKEWOOD AVE,10800,L,NO, ,N,N,309,15,301,20,1956,0,Gravity,Yes,F,NCOS\OUT OF CITY,0,07,D-12271,,D-12271,NO WYE CARD,Horizontal,No, ,0,0,N,N,N,N,,N, ,,No,,378.8043,North Central Outfall System, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,53513005,53513006,5351300553513006A,1,293.322032,OUTFALL PIPES BY SIZE \nPipe ID: 5351300553513006A,navigatela/reports/wastewater_pipes.cfm?PK=5351300553513006A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,North Central Outfall System,,,Reinforced Concrete Pipe,Gravity,As Built
1411,True,174964,,5361021953610217A,Major Outfall or Interceptor,1,53610219,53610217,A, ,Central,S03,119.55,118.84,173,0.0041,54,0,CON,Semi Elliptical,No,41ST DR,2100,,NO,F,F,F,32,19.69,30,46.69,1925,0,Gravity,No,F,WEST BRANCH OF N.O.S.,0,00,29925,D-8904,29925,7151-1,,No,CP,54.500000,200,T,F,F,F,,T,1,,No,,149.2,Area of Many Swr Jcts and Interconn., , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,53610219,53610217,5361021953610217A,1,64.846263,OUTFALL PIPES BY SIZE \nPipe ID: 5361021953610217A,navigatela/reports/wastewater_pipes.cfm?PK=5361021953610217A,Major Outfall or Interceptor,Central,No,Gravity,,Area of Many Sewer Junctions and Interconnection,,,Concrete or Cement,Gravity,As Built
1412,True,172934,,5361300853613009A,Major Outfall or Interceptor,1,53613008,53613009,A, ,Central,S02,104.78,104.7,209.3,0.0007,66,0,RCP,CR,Yes,VERNON AVE & 11TH AVE,3200,P5,NO,F,F,F,34,9.33,32,0,1923,0,Gravity,No,F,"66""LINER IN 75""PIPE NOS",0,00,17938,D-31214,17938,7160-2,N,No,RCP,75,300,T,F,T,F,2003,T,1,0,No, ,116.01194,Area of Many Swr Jcts and Interconn., , ,2003-10-24T16:02:14.000Z,2013-01-11T00:00:00.000Z,PPNGUYEN, ,53613008,53613009,5361300853613009A,1,76.306749,OUTFALL PIPES BY SIZE \nPipe ID: 5361300853613009A,navigatela/reports/wastewater_pipes.cfm?PK=5361300853613009A,Major Outfall or Interceptor,Central,Yes,Gravity,,Area of Many Sewer Junctions and Interconnection,,,Reinforced Concrete Pipe,Gravity,As Built
1413,True,174251,,5341020653410199A,Major Outfall or Interceptor,1,53410206,53410199,A, ,West LA,U05,72.09,70.79,218.09,0.0058,36,0,RCP,Semi Elliptical,No,VICTORIA AVE, ,,NO, , , ,118,48.49,116,30.4,1925,0,Gravity,No,F,W.L.A.I.S.,0,11,29850,,22768,7225-1,Horizontal,No, ,0,0, , , , ,, , ,,No,,0,West Los Angeles Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,53410206,53410199,5341020653410199A,1,78.006009,OUTFALL PIPES BY SIZE \nPipe ID: 5341020653410199A,navigatela/reports/wastewater_pipes.cfm?PK=5341020653410199A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,West Los Angeles Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1414,True,179562,,5350215553502119A,Major Outfall or Interceptor,1,53502155,53502119,A, ,Central,A02,74.13,73.97,70.1,0.0023,96,0,RCP,Circular,No,RODEO RD,5800,,NO, ,N,N,418,26.09,417,55.94,1956,0,Gravity,No,F,NCOS \MH 119 IS FAKE MH,0,07,D-12271,D-29404,D-12271,4998-2,,No,UNK,0,83.300003,Y,N,N,N,,N, ,,No,,406.17281,North Central Outfall System, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,53502155,53502119,5350215553502119A,1,15.45657,OUTFALL PIPES BY SIZE \nPipe ID: 5350215553502119A,navigatela/reports/wastewater_pipes.cfm?PK=5350215553502119A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall System,,,Reinforced Concrete Pipe,Gravity,As Built
1415,True,178627,,5320304653203047A,Major Outfall or Interceptor,1,53203046,53203047,A, ,West LA,C07,6.46,6.29,177.5,0.001,24,0,CON,Circular,No,PALISADES BEACH RD, ,,NO, ,N,N,0,57,2,34.48,1969,0,Gravity,No,N,C.I.S.SANTA MONICA SEWER,0,00,5115,,5115,NO WYEMAP,,No,VCP,0,177.5,Y,N,N,N,,N, ,0,No,,6.64284,Coastal Interceptor Sewer, ,Adjoining Cities,,2013-01-11T00:00:00.000Z,RZGARCIA,,53203046,53203047,5320304653203047A,1,44.00187,OUTFALL PIPES BY SIZE \nPipe ID: 5320304653203047A,navigatela/reports/wastewater_pipes.cfm?PK=5320304653203047A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,Adjoining Cities,Concrete or Cement,Gravity,Non-City
1416,True,183456,,5340804353412008A,Major Outfall or Interceptor,1,53408043,53412008,A, ,West LA,U01,56.22,55.81,1048.3,0.0004,60,70,CON,Semi Elliptical,Yes,OVERLAND AVE,4000,T,NO, ,N,N,15,6.15,4,57.84,1925,0,Gravity,No,F,LINED PER D-31063(2000),0,09,29850,D-31063,22440,NO WYE MAP,,No,UNK,60,2033,Y,N,N,N,2000,N, ,,No,,61.75444,West Los Angeles Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,53408043,53412008,5340804353412008A,1,386.153765,OUTFALL PIPES BY SIZE \nPipe ID: 5340804353412008A,navigatela/reports/wastewater_pipes.cfm?PK=5340804353412008A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,West Los Angeles Interceptor Sewer,,,Concrete or Cement,Gravity,As Built
1417,True,183458,,5350502153509010A,Major Outfall or Interceptor,1,53505021,53509010,A, ,West LA,U01,50.23,48.5,820.73,0.0022,96,0,RCP,Circular,No,JEFFERSON BLVD R/W,6000,,NO, ,N,N,377,18,368,97.27,1996,0,Gravity,Yes,F,NORTH OUTFALL RELIEF SEWER,0,10,D-29403,,D-29403,NO WYE CARD,Horizontal,No, ,0,809,Y,N,N,N,,N, ,,No,,397.24484,North Outfall Relief Sewer, , ,,2015-07-09T00:00:00.000Z,PLNGUYEN,,53505021,53509010,5350502153509010A,1,302.692294,OUTFALL PIPES BY SIZE \nPipe ID: 5350502153509010A,navigatela/reports/wastewater_pipes.cfm?PK=5350502153509010A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,North Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1418,True,182594,,6200917262009152A,Major Outfall or Interceptor,1,62009172,62009152,A, ,Harbor,T01,7.63,6.36,500,0.0025,33,0,VCP,Circular,No,PALOS VERDES ST,500,,NO, , , ,5,0,0,0,1976,0,Gravity,No,F,SAN PEDRO INTERCEPTOR SEWER,0,10,D-23596,,D-23596,015-201-A,Horizontal,No, ,0,0, , , , ,, , ,0,No,,24.55448,SPAPS, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,62009172,62009152,6200917262009152A,1,183.906394,OUTFALL PIPES BY SIZE \nPipe ID: 6200917262009152A,navigatela/reports/wastewater_pipes.cfm?PK=6200917262009152A,Major Outfall or Interceptor,Harbor,No,Gravity,Horizontal,San Pedro Area Primary Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1419,True,182897,,5631400356314004A,Major Outfall or Interceptor,1,56314003,56314004,A, ,West LA,C10,31.7,30.8,2241.7,0.0004,150,0,RCP,Circular,No,IMPERIAL HWY,7000,,NO, ,N,N,24,60,2,18.32,1996,0,Gravity,No,F,N.O.R.S./PCCP IN TUNNEL,0,10,D-29403,,D-29403,NO WYE MAP,Horizontal,No, ,0,2082,Y,N,N,N,,N, ,,No,,556.83987,North Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,56314003,56314004,5631400356314004A,1,826.048126,OUTFALL PIPES BY SIZE \nPipe ID: 5631400356314004A,navigatela/reports/wastewater_pipes.cfm?PK=5631400356314004A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,North Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1420,True,180049,,5360516353605155A,Major Outfall or Interceptor,1,53605163,53605155,A, ,Central,S03,0,0,53.2,0.0023,75,0,RCP,CR,Yes,RODEO RD,3400,I2,NO,F,F,F,582,36.47,581,84,1924,0,Gravity, ,F,LINED PER D-30164,0,07,17937,D-30164,17937,4988-4,N,Yes, ,0,53.400002,T,F,F,F,1994,F, ,0,No, ,210.2895,Area of Many Swr Jcts and Interconn., , ,,2013-01-11T00:00:00.000Z,CATHY, ,53605163,53605155,5360516353605155A,1,19.539086,OUTFALL PIPES BY SIZE \nPipe ID: 5360516353605155A,navigatela/reports/wastewater_pipes.cfm?PK=5360516353605155A,Major Outfall or Interceptor,Central,Yes,Gravity,,Area of Many Sewer Junctions and Interconnection,,,Reinforced Concrete Pipe,Gravity,As Built
1421,True,182409,,5370518353608145A,Major Outfall or Interceptor,1,53705183,53608145,A, ,Central,N06,100.85,98.49,1537.31,0.0015,132,0,RCP,Circular,No,EXPOSITION BLVD N/RDWY, ,,NO, , , ,341,69.59,326,32.28,2005,0,Gravity,No,F,NOS-ECIS UNIT #3,0,07,D-31869,,D-31869,5595-6,Horizontal,No, ,0,0, , , , ,, , ,0,No,,0,BASS, , ,2005-11-07T08:40:27.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,53705183,53608145,5370518353608145A,1,558.791485,OUTFALL PIPES BY SIZE \nPipe ID: 5370518353608145A,navigatela/reports/wastewater_pipes.cfm?PK=5370518353608145A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,Baldwin Hills Area Sewer System,,,Reinforced Concrete Pipe,Gravity,As Built
