OBJECTID,ENABLED,ASSETID,SERVICEID,PIPE_ID,CLASS,PIPE_SUBTYPE,UP_STRUCT,DN_STRUCT,PIPE_LABEL,REMARKS,ENG_DIST,BASIN,UP_INV,DN_INV,PIPE_LENG,SLOPE_PCT,PIPE_SIZE,PIPE_WIDTH,PIPE_MAT,PIPE_SHAPE,REHAB,STREET,BLOCK,LINER,C_SLOPE,C_UP_INV,C_DN_INV,C_PIPE_LEN,UP_STA_100,UP_STA_PLS,DN_STA_100,DN_STA_PLS,YEAR_INST,NO_LAT,GRV_FM,EASEMENT,PIPE_STATUS,COMMENTS,WYE_CON,MON_INST,PLAN1,PLAN2,PROF,WYEMAP,HR_VER,PCT_ENTRY,WYE_MAT,WYE_DIAM,WYE_LENG,WYE_UPDATE,EST_UPINV,EST_DNINV,EST_MATL,LINER_DATE,EST_YEAR,EST_YR_LEV,SLOPE2,V_CURVE,PCT_ENTRY2,CAPACITY,SYSTEM,TRTMNT_LOC,OWNER,CRTN_DT,LAST_UPDATE,USER_ID,VDATUM,UP_MH,DN_MH,SAN_PIPE_ID,LAYER,Shape_Length,TOOLTIP,NLA_URL,CLASS_DESC,ENG_DIST_DESC,REHAB_DESC,GRV_FM_DESC,HR_VER_DESC,SYSTEM_DESC,TRTMNT_LOC_DESC,OWNER_DESC,MATERIAL_DESCRIPTION,PIPE_SUBTYPE_DESC,PIPE_STATUS_DESC
1422,True,188736,,4701111347011112A,Major Outfall or Interceptor,1,47011113,47011112,A, ,Central,H28,455.82,444.13,154.5,0.0782,72,0,RCP,Circular,No,SIERRA BONITA AVE RW,1700,,NO,F,F,F,351,8.49,349,54,1953,0,Gravity,Yes,F,L.C.S.F.V.R.S.,0,08,D-10565,,D-10565,4966-2,Horizontal,Yes,UNK,0,146.5,T,F,F,F,,F, ,0,No,,0,La Cienega / San Fdo. Valley Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,44311036,47015210,4431103647015210A,1,57.097898,OUTFALL PIPES BY SIZE \nPipe ID: 4701111347011112A,navigatela/reports/wastewater_pipes.cfm?PK=4701111347011112A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,La Cienega / San Fernando Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1423,True,191227,,4680815946808216A,Major Outfall or Interceptor,1,46808159,46808216,A, ,Central,P18,372.54,365.67,155.15,0.0111,36,0,RCP,Circular,No,VERDUGO RD, ,,NO, , , ,41,17.31,39,62.16,2011,0,Gravity,No,F,SLOPE VARIES E.R.INTCPT,0,01,D-32349,,D-32349,4965-4,Vertical,No, ,0,0, , , , ,, , ,0.100000,Yes,No,0,HPES, , ,2003-08-05T07:52:21.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,46808159,46808216,4680815946808216A,1,57.344198,OUTFALL PIPES BY SIZE \nPipe ID: 4680815946808216A,navigatela/reports/wastewater_pipes.cfm?PK=4680815946808216A,Major Outfall or Interceptor,Central,No,Gravity,Vertical,Highland Park / Eagle Rock Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1424,True,194390,,4680206046802013A,Major Outfall or Interceptor,1,46802060,46802013,A, ,Central,P21,380.99,380.2,360.74,0.0025,52,0,CON,Burns & McDonald,No,GLENFELIZ BLVD,3900,,NO,F,F,F,61,41.83,57,81.09,1929,25,Gravity,No,F,NORTH OUTFALL SEWER,0,00,DL-928,,P-4485,5727-6,Horizontal,No,CON,52.400002,360.700012,T,F,T,F,,F, ,,No,No,74.57,, , ,,2014-11-18T00:00:00.000Z,PLNGUYEN,,46802060,46802013,4680206046802013A,1,115.011263,OUTFALL PIPES BY SIZE \nPipe ID: 4680206046802013A,navigatela/reports/wastewater_pipes.cfm?PK=4680206046802013A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,,,,Concrete or Cement,Gravity,As Built
1425,True,193501,,4680618446806031A,Major Outfall or Interceptor,1,46806184,46806031,A, ,Central,P21,376.5,376.05,193.7,0.0027,52,0,CON,Burns & McDonald,No,GLENFELIZ BLVD,3700,,NO,F,F,F,42,85.64,40,91.93,1929,6,Gravity, ,F,NORTH OUTFALL SEWER,0,00,DL-928, ,P-4485,5727-8,N,No,CON,52.400002,193.699997,T,F,F,F,,F, ,0,No, ,77.504,NCOSNOS, , ,,2013-01-11T00:00:00.000Z, , ,46806184,46806031,4680618446806031A,1,71.273565,OUTFALL PIPES BY SIZE \nPipe ID: 4680618446806031A,navigatela/reports/wastewater_pipes.cfm?PK=4680618446806031A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall Sewer / North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
1426,True,194520,,4670109246701526A,Major Outfall or Interceptor,1,46701092,46701526,A, ,Central,P18,451.94,450.45,500,0.003,42,0,RCP,Circular,No,EAGLE ROCK BLVD, ,,NO, , , ,5,0,0,0,2011,0,Gravity,No,F,EAGLE ROCK INTERCEPTOR SEWER,0,01,D-32349,,D-32349,5178-1 ,,No, ,0,0, , , , ,, , ,,No,,0,HPES, , ,2003-08-05T10:50:12.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,46701092,46701526,4670109246701526A,1,184.136635,OUTFALL PIPES BY SIZE \nPipe ID: 4670109246701526A,navigatela/reports/wastewater_pipes.cfm?PK=4670109246701526A,Major Outfall or Interceptor,Central,No,Gravity,,Highland Park / Eagle Rock Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1427,True,197175,,4461422944614225A,Major Outfall or Interceptor,1,44614229,44614225,A, ,Central,P19,506.53,501.74,224.21,0.0218,24,0,RCP,Circular,No,EAGLE ROCK BLVD, ,,NO, , , ,35,55.42,33,31.21,2011,0,Gravity,No,F,EAGLE ROCK INTERCEPTOR,0,01,D-32349,,D-32349,5072-8,,No, ,0,0, , , , ,, , ,,No,,0,HPES, , ,2003-08-06T10:38:05.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,44614229,44614225,4461422944614225A,1,82.830623,OUTFALL PIPES BY SIZE \nPipe ID: 4461422944614225A,navigatela/reports/wastewater_pipes.cfm?PK=4461422944614225A,Major Outfall or Interceptor,Central,No,Gravity,,Highland Park / Eagle Rock Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1428,True,196361,,4680212546802027A,Major Outfall or Interceptor,1,46802125,46802027,A, ,Central,P21,385.03,384.13,329.9,0.0029,52,0,CON,Burns & McDonald,No,VESELICH AVE R/W,3000,,NO,F,F,F,76,32,73,2.09,1929,1,Gravity,Yes,F,NORTH OUTFALL SEWER,0,00,DL-928,D-23891,P-4485,5727-4,,No,CON,48,329.899994,T,F,F,F,,F, ,,No,,80.3,, , ,,2014-11-18T00:00:00.000Z,PLNGUYEN,,46802125,46802027,4680212546802027A,1,121.843791,OUTFALL PIPES BY SIZE \nPipe ID: 4680212546802027A,navigatela/reports/wastewater_pipes.cfm?PK=4680212546802027A,Major Outfall or Interceptor,Central,No,Gravity,,,,,Concrete or Cement,Gravity,As Built
1429,True,204287,,4420605144206226A,Major Outfall or Interceptor,1,44206051,44206226,A, ,Valley,E15,609.83,609.38,209.8,0.0022,51,0,RCP,Semi Elliptical,No,MOORPARK ST,13200,T,NO,N,N,N,83,77.57,81,67.79,1931,10,Gravity,No,F,N.O.S./ADDED MH # 226,1,03,D-2423, ,D-2423,1028-A,N,No, ,0,209.800003,Y,N,N,N,,N, ,0,No, ,91.73428,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN, ,44206051,44206226,4420605144206226A,1,78.224775,OUTFALL PIPES BY SIZE \nPipe ID: 4420605144206226A,navigatela/reports/wastewater_pipes.cfm?PK=4420605144206226A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1430,True,204290,,4420622644206227A,Major Outfall or Interceptor,1,44206226,44206227,A, ,Valley,E15,609.38,608.69,330.1,0.0021,51,0,RCP,Semi Elliptical,No,MOORPARK ST,13200,,NO,N,N,N,81,67.79,78,37.72,1931,15,Gravity,No,F,NORTH OUTFALL SEWER,0,03,D-2423,,D-2423,1028-A,,No, ,0,330.100006,Y,N,N,N,,N, ,0,No,,91.73428,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,44206226,44206227,4420622644206227A,1,121.459504,OUTFALL PIPES BY SIZE \nPipe ID: 4420622644206227A,navigatela/reports/wastewater_pipes.cfm?PK=4420622644206227A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1431,True,204656,,4420824944208253A,Major Outfall or Interceptor,1,44208249,44208253,A, ,Valley,E15,588.58,586.25,173,0.0118,39,0,RCP,Semi Elliptical,No,WOODBRIDGE ST,12000,T,NO,N,N,N,3,11.52,1,38.5,1931,10,Gravity, ,F,NORTH OUTFALL SEWER,0,00,D-2421, ,D-2421,1060-B,N,Yes,CON,0,311.5,Y,Y,N,N,,N, ,0,No, ,106.33629,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z, , ,44208249,44208091,4420824944208091A,1,63.656903,OUTFALL PIPES BY SIZE \nPipe ID: 4420824944208253A,navigatela/reports/wastewater_pipes.cfm?PK=4420824944208253A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1432,True,204664,,4420825244208245A,Major Outfall or Interceptor,1,44208252,44208245,A, ,Valley,E15,583.93,583.65,165,0.0017,48,0,RCP,Semi Elliptical,No,WOODBRIDGE ST,12100,T,NO,N,N,N,119,91.67,118,26.67,1928,4,Gravity, ,F,NORTH OUTFALL SEWER,0,00,D-1696, ,D-1696,165-165-4,N,No, ,0,0,N,N,N,N,,N, ,0,No, ,0,North Outfall Sewer, , ,1999-09-27T00:00:00.000Z,2013-01-11T00:00:00.000Z, , ,44208244,44208245,4420824444208245A,1,60.600012,OUTFALL PIPES BY SIZE \nPipe ID: 4420825244208245A,navigatela/reports/wastewater_pipes.cfm?PK=4420825244208245A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1433,True,204823,,4430526844305252A,Major Outfall or Interceptor,1,44305268,44305252,A, ,Valley,E01,586.52,586.08,188.82,0.002,57,0,RCP,Circular,No,WOODBRIDGE ST,4300,,NO,N,N,N,58,61,56,72.18,1959,0,Gravity,No,F,"V.O.R.S./ SEC ""A""",0,09,D-14181,,D-14181,1061-B,,No, ,54,188.800003,Y,N,N,N,,N, ,0,No,,94.32748,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,44305268,44305252,4430526844305252A,1,69.493807,OUTFALL PIPES BY SIZE \nPipe ID: 4430526844305252A,navigatela/reports/wastewater_pipes.cfm?PK=4430526844305252A,Major Outfall or Interceptor,Valley,No,Gravity,,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1434,True,205314,,4430716944308054A,Major Outfall or Interceptor,1,44307169,44308054,A, ,Valley,E01,534.2,531.8,760.83,0.0032,42,0,RCP,Semi Elliptical,No,VALLEY SPRING LN,4200,,NO,N,N,N,253,55.99,245,95.16,1929,0,Gravity,No,F,NORTH OUTFALL SEWER,31,00,D-1723,,D-1723,1376-A,Horizontal,No, ,0,760.799988,Y,N,N,N,,Y,1,,Yes,,50.60606,, , ,,2016-02-18T00:00:00.000Z,PLNGUYEN,,44307169,44308054,4430716944308054A,1,279.901024,OUTFALL PIPES BY SIZE \nPipe ID: 4430716944308054A,navigatela/reports/wastewater_pipes.cfm?PK=4430716944308054A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,,,,Reinforced Concrete Pipe,Gravity,As Built
1435,True,208716,,4440300244403003A,Major Outfall or Interceptor,1,44403002,44403003,A, ,Central,P23,485.8,484.08,362.1,0.0051,48,0,RCP,Circular,No,FOREST LAWN DR /RW,5600,,NO,F,F,F,64,84.8,61,42.82,1959,0,Gravity,No,F,NORTH OUTFALL SEWER,0,06,D-14637,,D-14367,7128-5,Horizontal,No, ,0,334.899994,T,F,F,F,,F, ,,No,,121,, , ,,2016-02-18T00:00:00.000Z,PLNGUYEN,,44403002,44403003,4440300244403003A,1,131.36357,OUTFALL PIPES BY SIZE \nPipe ID: 4440300244403003A,navigatela/reports/wastewater_pipes.cfm?PK=4440300244403003A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,,,,Reinforced Concrete Pipe,Gravity,As Built
1436,True,208739,,4440303944403063A,Major Outfall or Interceptor,1,44403039,44403063,A, ,Central,P23,468.14,468.12,5,0.0065,42,0,RCP,CR,No,VENTURA FRWY R/W,5300,,NO,F,F,F,31,67,31,62,1959,0,Gravity,Yes,F,NORTH OUTFALL SEWER,0,06,D-14637, ,D-14637,7128-4,N,No,RCP,36,-99,T,T,T,T,,F, ,0,No, ,74.73862,NCOSNOS, , ,2006-06-15T13:12:41.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN, ,44403039,44403063,4440303944403063A,1,1.840304,OUTFALL PIPES BY SIZE \nPipe ID: 4440303944403063A,navigatela/reports/wastewater_pipes.cfm?PK=4440303944403063A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall Sewer / North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1437,True,208788,,4450503044505013A,Major Outfall or Interceptor,1,44505030,44505013,A, ,Central,P23,442.48,442.42,45.1,0.0016,48,0,CON,Semi Elliptical,No,FRWY 5, ,,NO, , , ,12,84.42,12,39.31,1939,0,Gravity,No,F,NORTH OUTFALL SEWER,0,10,DL-1795, ,DL-1795, , , , ,0,0, , , , ,, , ,0,No, ,0,NCOSNOS, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN, ,44505030,44505013,4450503044505013A,1,12.654159,OUTFALL PIPES BY SIZE \nPipe ID: 4450503044505013A,navigatela/reports/wastewater_pipes.cfm?PK=4450503044505013A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall Sewer / North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
1438,True,215305,,4680607946806113A,Major Outfall or Interceptor,1,46806079,46806113,A, ,Central,P21,371.61,368.26,502.32,0.0067,42,0,CON,Burns & McDonald,No,GLENFELIZ BL,3600,,NO,F,F,F,33,29.02,28,26.7,1929,0,Gravity,No,F,NORTH OUTFALL SEWER,0,00,DL-928,,P-4485,5727-9,Horizontal,No, ,43.299999,502.299988,T,F,F,T,,F, ,,No,,73.70402,, , ,,2014-08-13T00:00:00.000Z,PLNGUYEN,,46806079,46806113,4680607946806113A,1,173.412214,OUTFALL PIPES BY SIZE \nPipe ID: 4680607946806113A,navigatela/reports/wastewater_pipes.cfm?PK=4680607946806113A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,,,,Concrete or Cement,Gravity,As Built
1439,True,216291,,4430314544307196A,Major Outfall or Interceptor,1,44303145,44307196,A, ,Valley,E11,562.6,561.57,510.8,0.0023,78,0,RCP,Circular,No,CAHUENGA BLVD, ,,NO, , , ,26,65.35,21,54.55,2002,0,Gravity,No,F,WYE = 165-177-1,0,09,D-31525,,D-31525,1373-D,,No, ,0,0, , , , ,, , ,,No,,0,, , ,2002-11-01T06:39:44.000Z,2016-02-18T00:00:00.000Z,PLNGUYEN,,44303145,44307196,4430314544307196A,1,188.808324,OUTFALL PIPES BY SIZE \nPipe ID: 4430314544307196A,navigatela/reports/wastewater_pipes.cfm?PK=4430314544307196A,Major Outfall or Interceptor,Valley,No,Gravity,,,,,Reinforced Concrete Pipe,Gravity,As Built
1440,True,216503,,4291614142916140A,Major Outfall or Interceptor,1,42916141,42916140,A, ,Valley,E15,642.03,640.68,900,0.0015,54,0,RCP,Circular,No,MAGNOLIA BLVD,14000,,NO,N,N,N,63,60,54,60,1981,0,Gravity,No,F,E.V.R.S./ UNIT D,0,10,D-26541,,D-26541,959-C,,No, ,0,0,N,N,N,N,,N, ,0,No,,70.72169,East Valley Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42916141,42916140,4291614142916140A,1,330.973448,OUTFALL PIPES BY SIZE \nPipe ID: 4291614142916140A,navigatela/reports/wastewater_pipes.cfm?PK=4291614142916140A,Major Outfall or Interceptor,Valley,No,Gravity,,East Valley Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1441,True,215563,,4670205846701100A,Major Outfall or Interceptor,1,46702058,46701100,A, ,Central,P18,449.7,453.62,269.08,0.003,42,0,RCP,Circular,No,EAGLE ROCK BLVD, ,,NO, , , ,12,53.43,9,84.35,2011,0,Gravity,No,F,EAGLE ROCK INTERCEPTOR,0,01,D-32349,,D-32349,5178-1,Horizontal,No, ,0,0, , , , ,, , ,0,No,No,0,, , ,2003-08-05T12:21:53.000Z,2013-10-30T00:00:00.000Z,EGEORGES,,46702058,46701100,4670205846701100A,1,99.995748,OUTFALL PIPES BY SIZE \nPipe ID: 4670205846701100A,navigatela/reports/wastewater_pipes.cfm?PK=4670205846701100A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,,,,Reinforced Concrete Pipe,Gravity,As Built
1442,True,213534,,4291102442911046A,Major Outfall or Interceptor,1,42911024,42911046,A, ,Valley,W01,684.33,683.89,439,0.001,24,0,VCP,CR,No,SEPULVEDA BLVD,5700,,NO,N,N,N,13,17,8,78,1939,10,Gravity, ,F,NORTH OUTFALL SEWER,0,00,DL-1732, ,DL-1732,913-C,N,No,VCP,24,0,N,N,Y,N,,Y,1,0,No, ,6.64284,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z,RICARDO, ,42911024,42911046,4291102442911046A,1,162.176652,OUTFALL PIPES BY SIZE \nPipe ID: 4291102442911046A,navigatela/reports/wastewater_pipes.cfm?PK=4291102442911046A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Vitrified Clay Pipe,Gravity,As Built
1443,True,215683,,4461422546702179A,Major Outfall or Interceptor,1,44614225,46702179,A, ,Central,P18,501.64,489.49,561.64,0.0218,24,0,RCP,Circular,No,EAGLE ROCK BLVD, ,,NO, , , ,33,31.21,27,69.57,2011,0,Gravity,No,F,EAGLE ROCK INTERCEPTOR,0,01,D-32349,,D-32349,5072-8,Horizontal,No, ,0,0, , , , ,, , ,,No,,0,HPES, , ,2003-08-06T07:57:30.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,44614225,46702179,4461422546702179A,1,207.367954,OUTFALL PIPES BY SIZE \nPipe ID: 4461422546702179A,navigatela/reports/wastewater_pipes.cfm?PK=4461422546702179A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,Highland Park / Eagle Rock Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1444,True,213567,,4291108142911155A,Major Outfall or Interceptor,1,42911081,42911155,A, ,Valley,W01,669.23,668.88,348,0.001,24,0,CON,Circular,No,BURBANK BLVD,15100,,NO,N,N,N,16,10.05,12,62.05,1932,16,Gravity,No,F,NORTH OUTFALL SEWER,0,,D-3310,,D-3310,958-A.B,,No,CON,0,450,Y,N,N,N,,N, ,0,No,No,6.64284,North Outfall Sewer, , ,,2014-10-01T00:00:00.000Z,EGEORGES,,42911081,42911155,4291108142911155A,1,125.163315,OUTFALL PIPES BY SIZE \nPipe ID: 4291108142911155A,navigatela/reports/wastewater_pipes.cfm?PK=4291108142911155A,Major Outfall or Interceptor,Valley,No,Gravity,,North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
1445,True,214651,,4271020342710197A,Major Outfall or Interceptor,1,42710203,42710197,A, ,Valley,E12,608.85,606.87,565.11,0.0035,69,0,GFR,Circular,No,BURBANK BLVD, ,,NO, , , ,118,91.84,113,26.73,2002,0,Gravity,No,F,N HOLLYWOOD INT SEWER U-2,0,01,D-31703,,D-31703,1362-A,Horizontal,No, ,0,0, , , , ,, , ,,No,,0,NHASS, , ,2002-11-15T09:42:10.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,42710203,42710197,4271020342710197A,1,207.031453,OUTFALL PIPES BY SIZE \nPipe ID: 4271020342710197A,navigatela/reports/wastewater_pipes.cfm?PK=4271020342710197A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,North Hollywood Area Sewer System,,,,Gravity,As Built
1446,True,226417,,5150500451505189A,Major Outfall or Interceptor,1,51505004,51505189,A, ,Central,P01,245.5,244.37,449.4,0.0025,55,0,CON,Burns & McDonald,No,MISSION RD,100,,NO,F,F,F,35,99.38,31,50,1930,11,Gravity, ,F,NORTH OUTFALL SEWER,0,00,DL-926, ,P-4483,126-217-C,N,Yes, ,47.500000,-99,T,F,F,F,,F, ,0,No, ,86.606,NCOSNOS, , ,,2013-01-11T00:00:00.000Z, , ,51505004,51505189,5150500451505189A,1,167.877194,OUTFALL PIPES BY SIZE \nPipe ID: 5150500451505189A,navigatela/reports/wastewater_pipes.cfm?PK=5150500451505189A,Major Outfall or Interceptor,Central,No,Gravity,,North Central Outfall Sewer / North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
1447,True,236749,,4921400849214020A,Major Outfall or Interceptor,1,49214008,49214020,A, ,West LA,H02,142.51,138.56,299.5,0.0132,27,0,B/C,Semi Elliptical,No,SWEETZER AVE,400,,NO, ,N,N,8,96.8,5,97.3,1924,8,Gravity,No,F,L.C.I.S,0,10,29460,,20672,5456-4,Horizontal,No,CON,0,0,Y,N,N,N,,N, ,,No,,42.18505,La Cienega Interceptor Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,49214008,49214020,4921400849214020A,1,110.57091,OUTFALL PIPES BY SIZE \nPipe ID: 4921400849214020A,navigatela/reports/wastewater_pipes.cfm?PK=4921400849214020A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,La Cienega Interceptor Sewer,,,Concrete Brick Pipe,Gravity,As Built
1448,True,242061,,4950910549509244A,Major Outfall or Interceptor,1,49509105,49509244,A, ,Central,P01,206.66,206.56,25.88,0.004,54,0,RCP,Circular,No,SAN FERNANDO RD R/W, ,,NO, , , ,0,25.88,0,0,2008,0,Gravity,Yes,F, ,0,02,D-32036,,D-32036,4928-6,,No, ,0,0, , , , ,, , ,,No,,0,, , ,2002-08-12T14:40:37.000Z,2015-08-17T00:00:00.000Z,PLNGUYEN,,49509105,49509244,4950910549509244A,1,9.603485,OUTFALL PIPES BY SIZE \nPipe ID: 4950910549509244A,navigatela/reports/wastewater_pipes.cfm?PK=4950910549509244A,Major Outfall or Interceptor,Central,No,Gravity,,,,,Reinforced Concrete Pipe,Gravity,As Built
1449,True,242093,,4950912149509054A,Major Outfall or Interceptor,1,49509121,49509054,A, ,Central,P01,284.9,282.06,236.56,0.0023,54,0,CON,Burns & McDonald,No,AVENUE 18 R/W,400,,NO,F,F,F,140,56.18,138,19.62,1926,0,Gravity,No,F,NOS/ADD MH#120/D-32725,0,04,DL-926,,P-4483,4928-6,Horizontal,No, ,55.299999,913.400024,T,F,F,F,,F, ,,No,,83.06956,NCOSNOS, , ,2006-01-05T08:28:16.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,49509121,49509054,4950912149509054A,1,91.799536,OUTFALL PIPES BY SIZE \nPipe ID: 4950912149509054A,navigatela/reports/wastewater_pipes.cfm?PK=4950912149509054A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,North Central Outfall Sewer / North Outfall Sewer,,,Concrete or Cement,Gravity,As Built
1450,True,245372,,4950503549505044A,Major Outfall or Interceptor,1,49505035,49505044,A, ,Central,P01,305.34,304.54,191.19,0.004,48,0,RCP,Burns & McDonald,Yes,BLAKE AVE,2000,F3,NO,F,F,F,26,25.6,24,34.41,1926,0,Gravity,Yes,F,LINED PER E-3477 WITH HOBAS PIPE,0,01,DL-927,E-3477,P-4484,5042-6,Horizontal,Yes,CON,52.400002,191.199997,T,F,F,F,2013,F, ,,No,,94.33543,, , ,,2015-03-12T00:00:00.000Z,RZGARCIA,,49505035,49505044,4950503549505044A,1,71.31705,OUTFALL PIPES BY SIZE \nPipe ID: 4950503549505044A,navigatela/reports/wastewater_pipes.cfm?PK=4950503549505044A,Major Outfall or Interceptor,Central,Yes,Gravity,Horizontal,,,,Reinforced Concrete Pipe,Gravity,As Built
1451,True,250302,,5151311851513135A,Major Outfall or Interceptor,1,51513118,51513135,A, ,Central,N08,167.63,163.48,1369.74,0.0028,132,0,RCP,Circular,No,SANTA FE AVE, ,,NO, , , ,588,88.59,575,18.85,2005,0,Gravity,No,F,NOS-ECIS UNIT 4,0,07,D-31870,,D-31870,123A217-C,,No, ,0,0, , , , ,, , ,,No,,0,, , ,2002-06-26T12:37:41.000Z,2015-12-01T00:00:00.000Z,PLNGUYEN,,51513136,51513135,5151313651513135A,1,505.582966,OUTFALL PIPES BY SIZE \nPipe ID: 5151311851513135A,navigatela/reports/wastewater_pipes.cfm?PK=5151311851513135A,Major Outfall or Interceptor,Central,No,Gravity,,,,,Reinforced Concrete Pipe,Gravity,As Built
1452,True,258381,,4300409243004093A,Major Outfall or Interceptor,1,43004092,43004093,A, ,Valley,W01,700.37,699.51,869.13,0.001,45,0,RCP,Circular,No,VICTORY BLVD,17200,,NO,N,N,N,78,96.13,70,27,1953,0,Gravity,No,F,"V.O.R.S./ SEC ""B""",0,04,D-9914,,D-9914,894-A,,No,UNK,0,869.099976,Y,N,N,N,,N, ,0,No,,35.51052,Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,43004092,43004093,4300409243004093A,1,319.916745,OUTFALL PIPES BY SIZE \nPipe ID: 4300409243004093A,navigatela/reports/wastewater_pipes.cfm?PK=4300409243004093A,Major Outfall or Interceptor,Valley,No,Gravity,,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1453,True,257444,,4310303843103057A,Major Outfall or Interceptor,1,43103038,43103057,A, ,Valley,W18,745.5,741.83,787,0.0047,54,0,RCP,Circular,No,HAYNES ST,20000,,NO,N,N,N,431,3,423,16,1967,0,Gravity,No,F,A.V.O.R.S./ SEC IV-B,0,04,D-20037,,D-20037,872-B,,No, ,0,0,N,N,N,N,,N, ,0,No,,125.18605,Additional Valley Outfall Relief Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,43103038,43103057,4310303843103057A,1,289.907388,OUTFALL PIPES BY SIZE \nPipe ID: 4310303843103057A,navigatela/reports/wastewater_pipes.cfm?PK=4310303843103057A,Major Outfall or Interceptor,Valley,No,Gravity,,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
1454,True,258845,,4290314842903187A,Major Outfall or Interceptor,1,42903148,42903187,A, ,Valley,W01,690.38,690.34,43.1,0.001,24,0,VCP,Circular,No,VICTORY BLVD,15400,,NO,N,N,N,70,43.71,69,98.15,1939,6,Gravity,No,F,NORTH OUTFALL SEWER,0,08,DL-1732,,DL-1732,860-D,Horizontal,No,VCP,24,330,Y,N,N,N,,N, ,0,No,,6.64284,North Outfall Sewer, , ,,2013-01-11T00:00:00.000Z,PLNGUYEN,,42903148,42903187,4290314842903187A,1,16.369586,OUTFALL PIPES BY SIZE \nPipe ID: 4290314842903187A,navigatela/reports/wastewater_pipes.cfm?PK=4290314842903187A,Major Outfall or Interceptor,Valley,No,Gravity,Horizontal,North Outfall Sewer,,,Vitrified Clay Pipe,Gravity,As Built
