dates,times,flow
12/31/14,3:40:21,144.089
12/31/14,3:40:26,135.6015
12/31/14,3:40:27,141.4686
12/31/14,3:40:34,147.8795
12/31/14,3:40:36,140.0842
12/31/14,3:40:46,146.8577
12/31/14,3:40:48,138.4527
12/31/14,3:40:51,145.9843
12/31/14,3:40:56,137.7934
12/31/14,3:40:59,143.0672
12/31/14,3:41:11,137.4968
12/31/14,3:41:13,143.7099
12/31/14,3:41:14,154.9332
12/31/14,3:41:18,138.634
12/31/14,3:41:22,144.1055
12/31/14,3:41:27,137.4968
12/31/14,3:41:28,146.6929
12/31/14,3:41:30,160.586
12/31/14,3:41:31,197.9802
12/31/14,3:41:32,207.9839
12/31/14,3:41:33,216.6197
12/31/14,3:41:34,222.1241
12/31/14,3:41:36,214.3948
12/31/14,3:41:38,203.5836
12/31/14,3:41:43,186.9383
12/31/14,3:41:45,68.9709
12/31/14,3:41:46,31.5437
12/31/14,3:41:47,13.2503
12/31/14,3:41:50,3.6257
12/31/14,3:41:52,9.1302
12/31/14,3:41:53,45.4862
12/31/14,3:41:54,58.0114
12/31/14,3:41:56,71.6737
12/31/14,3:41:58,66.5812
12/31/14,3:42:10,72.4483
12/31/14,3:42:11,59.8242
12/31/14,3:42:14,69.4818
12/31/14,3:42:58,61.8183
12/31/14,3:43:02,55.2921
12/31/14,3:43:04,46.3596
12/31/14,3:43:05,38.0205
12/31/14,3:43:06,31.4283
12/31/14,3:43:09,5.9
12/31/14,3:43:10,0
1/1/15,10:00:47,19.5624
1/1/15,10:00:48,28.0992
1/1/15,10:00:49,37.3778
1/1/15,10:00:51,53.9242
1/1/15,10:00:52,65.6748
1/1/15,10:00:53,76.5354
1/1/15,10:00:54,92.2084
1/1/15,10:00:55,79.3042
1/1/15,10:00:59,85.4184
1/1/15,10:01:40,80.326
1/1/15,10:01:45,75.0027
1/1/15,10:01:51,80.0458
1/1/15,10:02:12,75.0192
1/1/15,10:02:33,69.9597
1/1/15,10:02:38,64.0762
1/1/15,10:03:15,56.0172
1/1/15,10:03:25,50.8094
1/1/15,10:06:41,56.9236
1/1/15,10:06:45,49.5239
1/1/15,10:06:51,44.3655
1/1/15,10:06:55,35.3836
1/1/15,10:06:57,26.0392
1/1/15,10:06:59,17.4199
1/1/15,10:07:01,7.5316
1/1/15,10:07:02,0
1/1/15,12:52:01,20.4853
1/1/15,12:52:02,29.8297
1/1/15,12:52:03,37.9711
1/1/15,12:52:04,47.2001
1/1/15,12:52:05,55.0778
1/1/15,12:52:06,68.3941
1/1/15,12:52:07,75.5301
1/1/15,12:52:08,88.5332
1/1/15,12:52:52,83.5067
1/1/15,12:52:58,76.7002
1/1/15,12:53:08,82.1058
1/1/15,12:53:25,76.4201
1/1/15,12:53:38,71.2946
1/1/15,12:53:52,65.8066
1/1/15,12:54:31,60.7966
1/1/15,12:54:35,55.6217
1/1/15,12:54:45,49.5569
1/1/15,12:57:54,54.6164
1/1/15,12:58:00,59.7748
1/1/15,12:58:05,51.8971
1/1/15,12:58:07,46.887
1/1/15,12:58:10,41.2507
1/1/15,12:58:12,34.263
1/1/15,12:58:14,29.2364
1/1/15,12:58:16,23.7154
1/1/15,12:58:18,16.909
1/1/15,12:58:21,5.9165
1/1/15,12:58:22,0
1/1/15,15:15:12,20.4358
1/1/15,15:15:13,32.3347
1/1/15,15:15:14,41.0035
1/1/15,15:15:15,47.7275
1/1/15,15:15:16,56.0831
1/1/15,15:15:17,66.8614
1/1/15,15:15:18,75.4807
1/1/15,15:15:21,86.5721
1/1/15,15:15:23,93.3126
1/1/15,15:15:30,88.3025
1/1/15,15:15:48,81.8751
1/1/15,15:16:06,121.5602
1/1/15,15:16:07,233.4298
1/1/15,15:16:09,240.6977
1/1/15,15:16:10,158.0315
1/1/15,15:16:11,95.8341
1/1/15,15:16:12,111.6719
1/1/15,15:16:13,117.5884
1/1/15,15:16:14,125.8121
1/1/15,15:16:15,135.3049
1/1/15,15:16:17,146.627
1/1/15,15:16:18,141.4192
1/1/15,15:16:21,134.9588
1/1/15,15:16:23,147.8136
1/1/15,15:16:27,136.2278
1/1/15,15:16:28,144.0725
1/1/15,15:16:34,137.1013
1/1/15,15:16:35,142.1113
1/1/15,15:16:49,136.3596
1/1/15,15:16:54,143.1826
1/1/15,15:17:03,138.156
1/1/15,15:17:25,143.2979
1/1/15,15:17:27,137.8594
1/1/15,15:17:31,143.2485
1/1/15,15:17:36,138.0077
1/1/15,15:17:58,144.1549
1/1/15,15:18:07,136.6233
1/1/15,15:18:26,142.1608
1/1/15,15:18:42,136.508
1/1/15,15:18:51,143.7759
1/1/15,15:18:52,135.5191
1/1/15,15:18:53,141.0401
1/1/15,15:19:03,133.8216
1/1/15,15:19:04,140.2326
1/1/15,15:19:07,149.2144
1/1/15,15:19:08,159.317
1/1/15,15:19:10,164.5907
1/1/15,15:19:11,177.9729
1/1/15,15:19:12,192.9372
1/1/15,15:19:13,204.9185
1/1/15,15:19:14,196.876
1/1/15,15:19:15,186.724
1/1/15,15:19:16,181.1701
1/1/15,15:19:20,173.0123
1/1/15,15:19:22,166.3541
1/1/15,15:19:23,110.7654
1/1/15,15:19:25,48.189
1/1/15,15:19:26,36.1253
1/1/15,15:19:27,45.4532
1/1/15,15:19:28,67.6854
1/1/15,15:19:30,78.9581
1/1/15,15:19:31,69.3829
1/1/15,15:21:35,64.1751
1/1/15,15:21:42,58.4398
1/1/15,15:21:48,51.3203
1/1/15,15:21:50,45.6839
1/1/15,15:21:52,38.9929
1/1/15,15:21:54,33.9169
1/1/15,15:21:57,23.7978
1/1/15,15:21:58,15.4093
1/1/15,15:21:59,8.5534
1/1/15,15:22:00,1.2196
1/1/15,15:55:52,9.262
1/1/15,15:55:53,16.5794
1/1/15,15:55:54,21.7378
1/1/15,15:55:55,29.0386
1/1/15,15:55:56,40.2783
1/1/15,15:55:57,48.1395
1/1/15,15:56:00,65.5594
1/1/15,15:56:01,71.3111
1/1/15,15:56:04,80.8039
1/1/15,15:56:49,75.3324
1/1/15,15:56:53,69.8608
1/1/15,15:57:01,75.1675
1/1/15,15:57:18,69.8444
1/1/15,15:57:43,63.1203
1/1/15,15:57:47,57.5334
1/1/15,15:57:52,63.2357
1/1/15,16:00:49,71.3606
1/1/15,16:01:23,65.8396
1/1/15,16:01:26,59.6429
1/1/15,16:01:29,51.8312
1/1/15,16:01:32,38.3996
1/1/15,16:01:33,30.1264
1/1/15,16:01:34,21.4906
1/1/15,16:01:35,8.5863
1/1/15,16:01:36,0
1/1/15,21:44:37,6.7405
1/1/15,21:44:39,14.8984
1/1/15,21:44:40,38.3336
1/1/15,21:44:41,32.2853
1/1/15,21:44:43,42.1736
1/1/15,21:44:44,50.0678
1/1/15,21:44:45,55.2591
1/1/15,21:44:47,65.5265
1/1/15,21:44:49,70.553
1/1/15,21:44:53,75.7444
1/1/15,21:45:09,70.174
1/1/15,21:45:30,65.065
1/1/15,21:47:15,70.5365
1/1/15,21:47:21,64.0432
1/1/15,21:47:33,57.0884
1/1/15,21:47:35,49.5239
1/1/15,21:47:37,41.8934
1/1/15,21:47:39,33.6037
1/1/15,21:47:41,24.4406
1/1/15,21:47:43,15.673
1/1/15,21:47:45,8.1249
1/1/15,21:47:46,0
1/2/15,7:03:24,12.5911
1/2/15,7:03:25,21.3093
1/2/15,7:03:28,35.0211
1/2/15,7:03:29,51.7652
1/2/15,7:03:30,60.6647
1/2/15,7:03:31,66.9438
1/2/15,7:03:32,72.646
1/2/15,7:03:36,82.4684
1/2/15,7:04:22,77.0793
1/2/15,7:04:23,99.0478
1/2/15,7:04:25,188.1084
1/2/15,7:04:26,162.0033
1/2/15,7:04:28,147.1544
1/2/15,7:04:29,122.0875
1/2/15,7:04:30,128.1194
1/2/15,7:04:31,135.206
1/2/15,7:04:34,140.8094
1/2/15,7:07:15,146.3963
1/2/15,7:07:16,140.4633
1/2/15,7:07:23,148.2091
1/2/15,7:07:25,163.3217
1/2/15,7:07:28,172.831
1/2/15,7:07:29,190.7123
1/2/15,7:07:34,184.4003
1/2/15,7:07:36,177.7916
1/2/15,7:07:38,171.0676
1/2/15,7:07:39,95.8176
1/2/15,7:07:40,44.9094
1/2/15,7:07:41,24.968
1/2/15,7:07:42,46.1454
1/2/15,7:07:46,79.7986
1/2/15,7:07:48,73.0086
1/2/15,7:08:57,66.301
1/2/15,7:09:00,60.9614
1/2/15,7:09:03,53.7759
1/2/15,7:09:05,46.5904
1/2/15,7:09:06,39.273
1/2/15,7:09:07,31.4942
1/2/15,7:09:08,19.4305
1/2/15,7:09:10,6.9383
1/2/15,7:09:12,0
1/2/15,8:09:21,9.0313
1/2/15,8:09:22,17.1562
1/2/15,8:09:23,24.5065
1/2/15,8:09:24,35.944
1/2/15,8:09:25,44.2501
1/2/15,8:09:26,51.2214
1/2/15,8:09:27,61.3899
1/2/15,8:09:28,69.3499
1/2/15,8:09:29,77.9857
1/2/15,8:09:31,86.7204
1/2/15,8:10:19,79.4525
1/2/15,8:10:23,127.4767
1/2/15,8:10:24,184.0872
1/2/15,8:10:27,139.1613
1/2/15,8:10:28,132.4043
1/2/15,8:10:29,124.9551
1/2/15,8:10:30,135.206
1/2/15,8:10:32,140.4633
1/2/15,8:12:32,133.97
1/2/15,8:12:33,142.2597
1/2/15,8:12:39,134.4149
1/2/15,8:12:41,142.7541
1/2/15,8:12:45,136.5739
1/2/15,8:12:49,144.4021
1/2/15,8:12:50,137.6286
1/2/15,8:12:58,143.1991
1/2/15,8:13:01,138.0242
1/2/15,8:13:07,144.2703
1/2/15,8:13:10,139.1284
1/2/15,8:13:13,133.8381
1/2/15,8:13:19,142.8365
1/2/15,8:13:25,161.7066
1/2/15,8:13:26,172.2047
1/2/15,8:13:28,177.5279
1/2/15,8:13:31,205.1328
1/2/15,8:13:32,194.6841
1/2/15,8:13:38,181.1701
1/2/15,8:13:39,175.6492
1/2/15,8:13:40,82.7815
1/2/15,8:13:41,38.004
1/2/15,8:13:42,22.5783
1/2/15,8:13:43,9.7235
1/2/15,8:13:44,34.6585
1/2/15,8:13:45,40.3607
1/2/15,8:13:47,61.4228
1/2/15,8:14:20,55.2921
1/2/15,8:14:31,60.813
1/2/15,8:14:42,55.737
1/2/15,8:15:49,60.9778
1/2/15,8:15:56,55.325
1/2/15,8:16:00,49.8041
1/2/15,8:16:04,43.8711
1/2/15,8:16:06,37.4931
1/2/15,8:16:09,27.9839
1/2/15,8:16:10,20.1227
1/2/15,8:16:13,8.2402
1/2/15,8:16:14,0
1/2/15,12:29:38,6.9877
1/2/15,12:29:41,15.64
1/2/15,12:29:42,36.1912
1/2/15,12:29:43,46.063
1/2/15,12:29:46,69.696
1/2/15,12:29:47,75.7608
1/2/15,12:29:49,83.0782
1/2/15,12:30:38,76.7332
1/2/15,12:30:43,71.5913
1/2/15,12:30:47,77.5078
1/2/15,12:31:08,70.9815
1/2/15,12:31:31,65.51
1/2/15,12:31:35,57.4181
1/2/15,12:31:40,63.1203
1/2/15,12:32:02,56.9731
1/2/15,12:32:11,51.1555
1/2/15,12:32:16,46.063
1/2/15,12:32:23,39.6026
1/2/15,12:32:28,34.2959
1/2/15,12:32:31,39.8169
1/2/15,12:32:34,45.1566
1/2/15,12:32:38,50.2161
1/2/15,12:32:47,44.761
1/2/15,12:35:33,50.1502
1/2/15,12:35:36,55.6876
1/2/15,12:35:46,50.5127
1/2/15,12:35:49,45.3378
1/2/15,12:35:51,38.0864
1/2/15,12:35:53,29.121
1/2/15,12:35:55,20.4358
1/2/15,12:35:57,13.9755
1/2/15,12:35:58,2.8017
1/2/15,14:11:42,9.4598
1/2/15,14:11:43,16.8431
1/2/15,14:11:45,29.2199
1/2/15,14:11:46,39.273
1/2/15,14:11:47,49.7711
1/2/15,14:11:48,61.5547
1/2/15,14:11:50,75.4477
1/2/15,14:11:52,82.5673
1/2/15,14:11:54,89.2419
1/2/15,14:12:27,84.0835
1/2/15,14:12:37,106.5959
1/2/15,14:12:38,189.4763
1/2/15,14:12:40,170.0787
1/2/15,14:12:41,153.6147
1/2/15,14:12:43,120.2912
1/2/15,14:12:45,127.3118
1/2/15,14:12:46,140.4798
1/2/15,14:13:45,135.1071
1/2/15,14:13:50,140.2161
1/2/15,14:14:27,135.1895
1/2/15,14:14:37,141.2049
1/2/15,14:14:48,135.7169
1/2/15,14:15:39,142.2102
1/2/15,14:15:41,155.2463
1/2/15,14:15:43,171.3642
1/2/15,14:15:44,183.8894
1/2/15,14:15:46,198.2274
1/2/15,14:15:47,204.2263
1/2/15,14:15:48,189.4928
1/2/15,14:15:51,183.1313
1/2/15,14:15:54,176.0117
1/2/15,14:15:56,85.9952
1/2/15,14:15:57,36.1253
1/2/15,14:15:58,21.9191
1/2/15,14:15:59,9.262
1/2/15,14:16:00,41.1353
1/2/15,14:16:01,52.2102
1/2/15,14:16:02,61.7854
1/2/15,14:16:03,70.2893
1/2/15,14:16:04,63.3016
1/2/15,14:16:19,58.275
1/2/15,14:18:18,50.8259
1/2/15,14:18:22,45.1895
1/2/15,14:18:24,39.6521
1/2/15,14:18:27,30.7032
1/2/15,14:18:28,21.5565
1/2/15,14:18:29,15.8213
1/2/15,14:18:30,8.8006
1/2/15,14:18:32,0
1/2/15,16:34:36,19.3316
1/2/15,16:34:37,28.5277
1/2/15,16:34:38,37.2624
1/2/15,16:34:39,51.4851
1/2/15,16:34:40,61.2086
1/2/15,16:34:41,71.0804
1/2/15,16:34:42,78.5625
1/2/15,16:34:44,84.1824
1/2/15,16:35:32,95.8835
1/2/15,16:35:35,167.7056
1/2/15,16:35:36,137.3649
1/2/15,16:35:37,129.3719
1/2/15,16:35:38,113.7484
1/2/15,16:35:39,121.4778
1/2/15,16:35:40,132.0582
1/2/15,16:35:41,138.2549
1/2/15,16:35:44,145.3745
1/2/15,16:36:21,139.6557
1/2/15,16:37:17,144.8141
1/2/15,16:37:20,138.601
1/2/15,16:37:33,145.4898
1/2/15,16:37:35,138.6669
1/2/15,16:37:59,144.0231
1/2/15,16:38:04,136.0135
1/2/15,16:38:05,143.5122
1/2/15,16:38:20,137.3649
1/2/15,16:38:31,143.8253
1/2/15,16:38:33,152.5105
1/2/15,16:38:34,167.3924
1/2/15,16:38:36,175.0723
1/2/15,16:38:38,183.5927
1/2/15,16:38:39,190.2179
1/2/15,16:38:42,184.2025
1/2/15,16:38:45,176.9676
1/2/15,16:38:49,48.5351
1/2/15,16:38:50,18.9526
1/2/15,16:38:51,39.2071
1/2/15,16:38:55,71.1463
1/2/15,16:38:56,64.2739
1/2/15,16:39:19,57.9619
1/2/15,16:40:59,63.3346
1/2/15,16:41:06,57.5169
1/2/15,16:41:10,52.1443
1/2/15,16:41:15,43.7887
1/2/15,16:41:17,35.7462
1/2/15,16:41:21,19.8096
1/2/15,16:41:22,11.7836
1/2/15,16:41:23,5.6858
1/2/15,16:41:24,0
1/3/15,19:18:56,6.3944
1/3/15,19:18:58,14.1403
1/3/15,19:19:00,27.4071
1/3/15,19:19:01,33.3895
1/3/15,19:19:03,44.7116
1/3/15,19:19:05,51.3697
1/3/15,19:19:06,58.7035
1/3/15,19:19:09,67.5206
1/3/15,19:19:12,73.3053
1/3/15,19:19:20,67.4382
1/3/15,19:19:44,62.3622
1/3/15,19:22:25,56.6929
1/3/15,19:22:31,47.8264
1/3/15,19:22:33,39.718
1/3/15,19:22:35,33.7356
1/3/15,19:22:36,27.0775
1/3/15,19:22:38,14.6841
1/3/15,19:22:39,7.4492
1/3/15,19:22:40,0
1/3/15,20:09:36,6.4109
1/3/15,20:09:37,11.833
1/3/15,20:09:39,19.447
1/3/15,20:09:40,27.3411
1/3/15,20:09:42,36.8998
1/3/15,20:09:43,48.601
1/3/15,20:09:46,61.3734
1/3/15,20:09:47,66.4823
1/3/15,20:09:49,73.0745
1/3/15,20:09:50,78.167
1/3/15,20:10:15,73.058
1/3/15,20:12:57,67.8173
1/3/15,20:13:10,62.1809
1/3/15,20:13:12,55.9513
1/3/15,20:13:24,49.9194
1/3/15,20:13:30,44.6951
1/3/15,20:13:32,35.5649
1/3/15,20:13:33,27.6543
1/3/15,20:13:34,18.3263
1/3/15,20:13:35,5.3562
1/3/15,20:13:36,0
1/4/15,1:28:00,6.312
1/4/15,1:28:02,16.0026
1/4/15,1:28:03,4.3014
1/4/15,1:28:04,22.4794
1/4/15,1:28:05,32.8621
1/4/15,1:28:06,41.844
1/4/15,1:28:07,50.2161
1/4/15,1:28:09,59.0331
1/4/15,1:28:11,68.3281
1/4/15,1:28:14,74.4754
1/4/15,1:28:29,68.9874
1/4/15,1:28:41,63.0379
1/4/15,1:31:15,68.5424
1/4/15,1:31:20,62.0491
1/4/15,1:31:23,56.0831
1/4/15,1:31:35,47.9253
1/4/15,1:31:37,39.7345
1/4/15,1:31:39,34.5926
1/4/15,1:31:48,27.7696
1/4/15,1:31:50,22.4629
1/4/15,1:31:52,17.4199
1/4/15,1:31:54,9.328
1/4/15,1:31:55,3.8894
1/4/15,6:41:00,9.3609
1/4/15,6:41:01,34.0322
1/4/15,6:41:05,49.4745
1/4/15,6:41:06,63.8619
1/4/15,6:41:08,73.2064
1/4/15,6:41:10,85.748
1/4/15,6:41:11,91.3184
1/4/15,6:41:25,86.0941
1/4/15,6:41:57,80.3095
1/4/15,6:42:26,75.2994
1/4/15,6:42:50,69.1357
1/4/15,6:42:54,63.829
1/4/15,6:43:30,58.0443
1/4/15,6:43:35,52.7376
1/4/15,6:43:43,47.299
1/4/15,6:46:53,52.5893
1/4/15,6:47:03,45.2554
1/4/15,6:47:07,39.9652
1/4/15,6:47:10,33.3071
1/4/15,6:47:12,27.6378
1/4/15,6:47:13,18.8207
1/4/15,6:47:14,13.5964
1/4/15,6:47:15,7.9766
1/4/15,6:47:16,0
1/4/15,8:42:30,12.7724
1/4/15,8:42:33,26.9621
1/4/15,8:42:34,42.289
1/4/15,8:42:36,55.0119
1/4/15,8:42:37,67.9326
1/4/15,8:42:38,74.2941
1/4/15,8:42:40,82.386
1/4/15,8:43:24,77.343
1/4/15,8:43:27,97.4327
1/4/15,8:43:28,186.79
1/4/15,8:43:29,174.4296
1/4/15,8:43:30,152.5105
1/4/15,8:43:31,136.7881
1/4/15,8:43:32,126.0593
1/4/15,8:43:34,132.3054
1/4/15,8:43:35,137.4144
1/4/15,8:43:36,144.2703
1/4/15,8:43:45,138.7988
1/4/15,8:43:49,145.6052
1/4/15,8:43:54,140.1666
1/4/15,8:44:17,145.2262
1/4/15,8:44:19,138.8976
1/4/15,8:44:54,144.0396
1/4/15,8:44:57,138.2219
1/4/15,8:45:08,143.8088
1/4/15,8:45:58,137.5627
1/4/15,8:46:03,143.7099
1/4/15,8:46:10,136.0135
1/4/15,8:46:13,141.8312
1/4/15,8:46:27,149.1155
1/4/15,8:46:28,155.477
1/4/15,8:46:29,162.6131
1/4/15,8:46:31,169.2712
1/4/15,8:46:33,181.9447
1/4/15,8:46:35,191.8
1/4/15,8:46:37,186.6087
1/4/15,8:46:38,180.0989
1/4/15,8:46:40,173.1936
1/4/15,8:46:43,116.0886
1/4/15,8:46:44,42.9482
1/4/15,8:46:45,19.892
1/4/15,8:46:46,49.7711
1/4/15,8:46:49,73.7008
1/4/15,8:46:50,78.8757
1/4/15,8:46:53,73.5195
1/4/15,8:47:09,67.6195
1/4/15,8:47:52,72.8273
1/4/15,8:48:00,66.334
1/4/15,8:48:03,60.6977
1/4/15,8:48:06,53.4298
1/4/15,8:48:08,46.5574
1/4/15,8:48:09,39.4214
1/4/15,8:48:10,31.3459
1/4/15,8:48:12,19.2987
1/4/15,8:48:13,0
1/4/15,10:31:58,5.2738
1/4/15,10:31:59,12.4593
1/4/15,10:32:00,21.7543
1/4/15,10:32:01,29.4342
1/4/15,10:32:04,44.0194
1/4/15,10:32:05,65.7407
1/4/15,10:32:07,74.5743
1/4/15,10:32:08,85.1877
1/4/15,10:32:58,80.1282
1/4/15,10:33:00,98.7182
1/4/15,10:33:01,174.1659
1/4/15,10:33:03,153.2686
1/4/15,10:33:06,133.525
1/4/15,10:33:07,127.5261
1/4/15,10:33:08,132.5526
1/4/15,10:33:10,139.837
1/4/15,10:34:15,145.1932
1/4/15,10:34:22,138.4691
1/4/15,10:34:32,143.7759
1/4/15,10:34:47,137.1837
1/4/15,10:35:30,142.9024
1/4/15,10:35:35,137.4309
1/4/15,10:36:01,146.627
1/4/15,10:36:02,152.2963
1/4/15,10:36:03,163.7173
1/4/15,10:36:05,168.7603
1/4/15,10:36:07,174.3307
1/4/15,10:36:08,189.5752
1/4/15,10:36:09,181.8953
1/4/15,10:36:11,174.6274
1/4/15,10:36:14,168.6779
1/4/15,10:36:18,38.0205
1/4/15,10:36:19,29.7967
1/4/15,10:36:20,45.7828
1/4/15,10:36:22,60.1703
1/4/15,10:36:23,71.9209
1/4/15,10:36:24,65.4935
1/4/15,10:36:51,59.8077
1/4/15,10:38:39,54.3362
1/4/15,10:38:42,48.156
1/4/15,10:38:44,42.9647
1/4/15,10:38:47,35.4825
1/4/15,10:38:48,28.0498
1/4/15,10:38:49,23.0068
1/4/15,10:38:51,13.7612
1/4/15,10:38:52,7.581
1/4/15,10:38:53,0
1/4/15,15:32:20,6.8559
1/4/15,15:32:21,12.7889
1/4/15,15:32:22,24.5559
1/4/15,15:32:23,30.7856
1/4/15,15:32:24,38.5314
1/4/15,15:32:25,48.8812
1/4/15,15:32:26,59.2968
1/4/15,15:32:27,68.2952
1/4/15,15:32:28,75.3983
1/4/15,15:32:29,81.8422
1/4/15,15:32:31,87.0665
1/4/15,15:33:18,81.1335
1/4/15,15:33:23,75.5466
1/4/15,15:33:31,80.8698
1/4/15,15:33:49,74.2776
1/4/15,15:34:12,67.8337
1/4/15,15:34:43,61.9667
1/4/15,15:34:56,56.594
1/4/15,15:35:08,48.6504
1/4/15,15:35:24,53.9736
1/4/15,15:35:32,47.9582
1/4/15,15:36:31,53.7264
1/4/15,15:36:36,48.5021
1/4/15,15:38:19,55.9843
1/4/15,15:38:28,50.4303
1/4/15,15:38:32,43.5744
1/4/15,15:38:34,37.6579
1/4/15,15:38:37,27.44
1/4/15,15:38:39,21.5565
1/4/15,15:38:41,15.3269
1/4/15,15:38:43,6.5428
1/4/15,15:38:44,0
1/4/15,20:50:37,5.6198
1/4/15,20:50:39,28.4289
1/4/15,20:50:43,33.8015
1/4/15,20:50:44,45.5027
1/4/15,20:50:45,51.6664
1/4/15,20:50:46,57.6323
1/4/15,20:50:47,62.6753
1/4/15,20:50:48,68.8885
1/4/15,20:50:50,77.3265
1/4/15,20:50:53,82.6662
1/4/15,20:51:08,77.6561
1/4/15,20:51:12,95.6199
1/4/15,20:51:15,168.8757
1/4/15,20:51:16,138.601
1/4/15,20:51:18,131.3331
1/4/15,20:51:21,137.3155
1/4/15,20:55:26,130.7398
1/4/15,20:55:38,122.2029
1/4/15,20:55:42,114.111
1/4/15,20:55:43,108.4252
1/4/15,20:55:45,97.3997
1/4/15,20:55:46,81.8257
1/4/15,20:55:47,68.2457
1/4/15,20:55:48,50.727
1/4/15,20:55:50,23.699
1/4/15,20:55:52,0
1/4/15,20:55:57,22.3476
1/4/15,20:56:00,44.3655
1/4/15,20:56:01,19.4305
1/4/15,20:56:04,50.1996
1/4/15,20:56:07,21.3752
1/4/15,20:56:09,37.0317
1/4/15,20:56:10,44.794
1/4/15,20:56:11,39.0093
1/4/15,20:56:12,27.5554
1/4/15,20:56:15,38.6962
1/4/15,20:56:16,43.8876
1/4/15,20:56:17,38.6962
1/4/15,20:56:18,30.3571
1/4/15,20:56:22,40.7892
1/4/15,20:56:24,31.1811
1/4/15,20:56:27,38.8775
1/4/15,20:56:30,32.5819
1/4/15,20:56:34,38.6962
1/4/15,20:56:36,32.7467
1/4/15,20:56:41,38.3336
1/4/15,21:01:34,32.6973
1/4/15,21:29:18,27.2587
1/4/15,21:29:22,22.1828
1/4/15,21:29:23,9.8883
1/4/15,21:29:24,0
1/4/15,21:49:56,10.3003
1/4/15,21:49:57,17.1232
1/4/15,21:49:58,23.0233
1/4/15,21:49:59,28.2311
1/4/15,21:50:01,34.9551
1/4/15,21:50:02,45.4697
1/4/15,21:50:03,51.7982
1/4/15,21:50:04,57.9619
1/4/15,21:50:05,63.0873
1/4/15,21:50:07,69.2511
1/4/15,21:50:11,75.4642
1/4/15,21:50:23,70.4212
1/4/15,21:50:39,63.9608
1/4/15,21:53:22,58.5387
1/4/15,21:53:23,50.7599
1/4/15,21:53:25,40.7563
1/4/15,21:53:26,32.2194
1/4/15,21:53:27,25.3964
1/4/15,21:53:28,10.6134
1/4/15,21:53:29,2.2908
1/5/15,7:31:35,10.9431
1/5/15,7:31:37,16.2168
1/5/15,7:31:38,3.807
1/5/15,7:31:39,10.3662
1/5/15,7:31:43,16.6783
1/5/15,7:31:47,10.7453
1/5/15,7:31:48,4.0542
1/5/15,7:32:03,10.7618
1/5/15,7:32:09,16.5464
1/5/15,7:32:17,10.976
1/5/15,7:32:18,4.9112
1/5/15,7:43:13,17.8319
1/5/15,7:43:14,102.6735
1/5/15,7:43:15,181.236
1/5/15,7:43:16,242.8072
1/5/15,7:43:17,267.5279
1/5/15,7:43:18,270
1/5/15,7:43:22,270
1/5/15,7:43:29,270
1/5/15,7:43:30,270
1/5/15,7:43:33,270
1/5/15,7:43:50,261.9575
1/5/15,7:43:51,268.3025
1/5/15,7:43:53,270
1/5/15,7:44:24,263.243
1/5/15,7:44:27,270
1/5/15,7:46:35,143.644
1/5/15,7:46:36,77.1947
1/5/15,7:46:37,49.4415
1/5/15,7:46:38,21.952
1/5/15,7:46:39,7.9436
1/5/15,7:46:40,0
1/5/15,7:46:56,22.3311
1/5/15,7:46:57,79.469
1/5/15,7:46:59,141.3532
1/5/15,7:47:00,180.0659
1/5/15,7:47:02,171.9575
1/5/15,7:47:03,166.1399
1/5/15,7:47:13,171.974
1/5/15,7:49:19,163.1899
1/5/15,7:49:20,168.5955
1/5/15,7:50:01,174.2153
1/5/15,7:50:05,168.4307
1/5/15,7:51:44,138.123
1/5/15,7:51:46,167.8539
1/5/15,7:55:18,173.0782
1/5/15,7:55:21,167.5902
1/5/15,8:01:39,177.3961
1/5/15,8:01:41,171.8257
1/5/15,8:02:42,156.4494
1/5/15,8:02:43,136.0959
1/5/15,8:02:44,116.0392
1/5/15,8:02:46,136.6563
1/5/15,8:02:47,159.317
1/5/15,8:02:48,167.0793
1/5/15,8:34:56,174.6109
1/5/15,8:35:00,164.5083
1/5/15,8:35:02,171.2489
1/5/15,9:09:31,150.6812
1/5/15,9:09:33,95.8176
1/5/15,9:09:34,26.3358
1/5/15,9:09:35,8.5534
1/5/15,9:09:36,0
1/5/15,12:21:35,14.4369
1/5/15,12:21:37,78.8757
1/5/15,12:21:38,196.2333
1/5/15,12:21:39,234.6658
1/5/15,12:21:41,244.686
1/5/15,12:21:44,270
1/5/15,12:21:53,258.3483
1/5/15,12:21:54,225.7004
1/5/15,12:21:56,214.1806
1/5/15,12:21:57,201.2104
1/5/15,12:21:58,194.7336
1/5/15,12:22:01,189.295
1/5/15,12:22:04,184.2684
1/5/15,12:22:16,177.7916
1/5/15,12:22:41,168.1011
1/5/15,12:22:44,175.7645
1/5/15,12:22:48,183.1643
1/5/15,12:22:56,178.0059
1/5/15,12:26:55,184.252
1/5/15,12:27:57,173.5891
1/5/15,12:27:58,180.3955
1/5/15,12:27:59,186.724
1/5/15,12:28:01,174.8251
1/5/15,12:28:03,180.5603
1/5/15,12:28:25,175.3195
1/5/15,12:28:32,181.9941
1/5/15,12:29:08,167.9692
1/5/15,12:29:09,135.173
1/5/15,12:29:10,108.3758
1/5/15,12:29:11,79.6008
1/5/15,12:29:12,59.0167
1/5/15,12:29:13,37.7733
1/5/15,12:29:14,15.5411
1/5/15,12:29:15,1.0218
